type;temps;posLatLon;posPix;NOcorner;center;nivZoom;trans
movestart;{"min":0,"sec":1,"mili":632};null;null;LatLng(55.883736, -4.309645);LatLng(55.871699, -4.288187);14;Point(-2, 0)
dragstart;{"min":0,"sec":1,"mili":632};null;null;LatLng(55.883736, -4.309645);LatLng(55.871699, -4.288187);14;Point(-2, 0)
move;{"min":0,"sec":1,"mili":632};null;null;LatLng(55.883736, -4.310074);LatLng(55.871699, -4.288616);14;Point(3, 0)
move;{"min":0,"sec":1,"mili":748};null;null;LatLng(55.883736, -4.310331);LatLng(55.871699, -4.288874);14;Point(6, 0)
move;{"min":0,"sec":1,"mili":748};null;null;LatLng(55.883736, -4.310846);LatLng(55.871699, -4.289389);14;Point(12, 0)
move;{"min":0,"sec":1,"mili":748};null;null;LatLng(55.883688, -4.311104);LatLng(55.871651, -4.289646);14;Point(15, -1)
move;{"min":0,"sec":1,"mili":748};null;null;LatLng(55.88364, -4.311533);LatLng(55.871603, -4.290075);14;Point(20, -2)
move;{"min":0,"sec":1,"mili":748};null;null;LatLng(55.88364, -4.311619);LatLng(55.871603, -4.290161);14;Point(21, -2)
move;{"min":0,"sec":1,"mili":748};null;null;LatLng(55.883592, -4.31179);LatLng(55.871555, -4.290333);14;Point(23, -3)
move;{"min":0,"sec":1,"mili":748};null;null;LatLng(55.883544, -4.312048);LatLng(55.871507, -4.29059);14;Point(26, -4)
move;{"min":0,"sec":1,"mili":849};null;null;LatLng(55.883496, -4.312477);LatLng(55.871459, -4.291019);14;Point(31, -5)
move;{"min":0,"sec":1,"mili":849};null;null;LatLng(55.883399, -4.313507);LatLng(55.871362, -4.292049);14;Point(43, -7)
move;{"min":0,"sec":1,"mili":849};null;null;LatLng(55.883351, -4.31385);LatLng(55.871314, -4.292393);14;Point(47, -8)
move;{"min":0,"sec":1,"mili":849};null;null;LatLng(55.883303, -4.31428);LatLng(55.871266, -4.292822);14;Point(52, -9)
move;{"min":0,"sec":1,"mili":849};null;null;LatLng(55.883303, -4.314451);LatLng(55.871266, -4.292994);14;Point(54, -9)
move;{"min":0,"sec":1,"mili":965};null;null;LatLng(55.883255, -4.314795);LatLng(55.871218, -4.293337);14;Point(58, -10)
move;{"min":0,"sec":1,"mili":965};null;null;LatLng(55.883255, -4.31488);LatLng(55.871218, -4.293423);14;Point(59, -10)
move;{"min":0,"sec":1,"mili":965};null;null;LatLng(55.883255, -4.315395);LatLng(55.871218, -4.293938);14;Point(65, -10)
move;{"min":0,"sec":1,"mili":965};null;null;LatLng(55.883207, -4.315481);LatLng(55.87117, -4.294024);14;Point(66, -11)
move;{"min":0,"sec":1,"mili":965};null;null;LatLng(55.883207, -4.315825);LatLng(55.87117, -4.294367);14;Point(70, -11)
move;{"min":0,"sec":1,"mili":965};null;null;LatLng(55.883159, -4.316168);LatLng(55.871122, -4.29471);14;Point(74, -12)
move;{"min":0,"sec":1,"mili":965};null;null;LatLng(55.883159, -4.316425);LatLng(55.871122, -4.294968);14;Point(77, -12)
move;{"min":0,"sec":2,"mili":69};null;null;LatLng(55.88311, -4.317026);LatLng(55.871073, -4.295568);14;Point(84, -13)
move;{"min":0,"sec":2,"mili":69};null;null;LatLng(55.883062, -4.317198);LatLng(55.871025, -4.29574);14;Point(86, -14)
move;{"min":0,"sec":2,"mili":69};null;null;LatLng(55.883014, -4.317627);LatLng(55.870977, -4.296169);14;Point(91, -15)
move;{"min":0,"sec":2,"mili":69};null;null;LatLng(55.883014, -4.318056);LatLng(55.870977, -4.296598);14;Point(96, -15)
move;{"min":0,"sec":2,"mili":69};null;null;LatLng(55.883014, -4.318314);LatLng(55.870977, -4.296856);14;Point(99, -15)
move;{"min":0,"sec":2,"mili":69};null;null;LatLng(55.882966, -4.318657);LatLng(55.870929, -4.297199);14;Point(103, -16)
move;{"min":0,"sec":2,"mili":69};null;null;LatLng(55.882966, -4.318829);LatLng(55.870929, -4.297371);14;Point(105, -16)
move;{"min":0,"sec":2,"mili":69};null;null;LatLng(55.882918, -4.319172);LatLng(55.870881, -4.297714);14;Point(109, -17)
move;{"min":0,"sec":2,"mili":69};null;null;LatLng(55.882918, -4.319515);LatLng(55.870881, -4.298058);14;Point(113, -17)
move;{"min":0,"sec":2,"mili":69};null;null;LatLng(55.882918, -4.319601);LatLng(55.870881, -4.298143);14;Point(114, -17)
move;{"min":0,"sec":2,"mili":180};null;null;LatLng(55.88287, -4.319944);LatLng(55.870833, -4.298487);14;Point(118, -18)
move;{"min":0,"sec":2,"mili":180};null;null;LatLng(55.88287, -4.32003);LatLng(55.870833, -4.298573);14;Point(119, -18)
move;{"min":0,"sec":2,"mili":180};null;null;LatLng(55.882822, -4.320288);LatLng(55.870784, -4.29883);14;Point(122, -19)
move;{"min":0,"sec":2,"mili":180};null;null;LatLng(55.882822, -4.320459);LatLng(55.870784, -4.299002);14;Point(124, -19)
move;{"min":0,"sec":2,"mili":180};null;null;LatLng(55.882773, -4.320631);LatLng(55.870736, -4.299173);14;Point(126, -20)
move;{"min":0,"sec":2,"mili":180};null;null;LatLng(55.882725, -4.320717);LatLng(55.870688, -4.299259);14;Point(127, -21)
move;{"min":0,"sec":2,"mili":180};null;null;LatLng(55.882725, -4.320889);LatLng(55.870688, -4.299431);14;Point(129, -21)
move;{"min":0,"sec":2,"mili":289};null;null;LatLng(55.882725, -4.320974);LatLng(55.870688, -4.299517);14;Point(130, -21)
dragend;{"min":0,"sec":2,"mili":289};null;null;LatLng(55.882725, -4.320974);LatLng(55.870688, -4.299517);14;Point(130, -21)
moveend;{"min":0,"sec":2,"mili":289};null;null;LatLng(55.882725, -4.320974);LatLng(55.870688, -4.299517);14;Point(130, -21)
movestart;{"min":0,"sec":3,"mili":157};null;null;LatLng(55.882725, -4.320974);LatLng(55.870688, -4.299517);14;Point(130, -21)
dragstart;{"min":0,"sec":3,"mili":157};null;null;LatLng(55.882725, -4.320974);LatLng(55.870688, -4.299517);14;Point(130, -21)
move;{"min":0,"sec":3,"mili":157};null;null;LatLng(55.882725, -4.320545);LatLng(55.870688, -4.299088);14;Point(125, -21)
move;{"min":0,"sec":3,"mili":157};null;null;LatLng(55.882773, -4.320116);LatLng(55.870736, -4.298658);14;Point(120, -20)
move;{"min":0,"sec":3,"mili":157};null;null;LatLng(55.882773, -4.319859);LatLng(55.870736, -4.298401);14;Point(117, -20)
move;{"min":0,"sec":3,"mili":157};null;null;LatLng(55.882773, -4.319773);LatLng(55.870736, -4.298315);14;Point(116, -20)
move;{"min":0,"sec":3,"mili":157};null;null;LatLng(55.882773, -4.319429);LatLng(55.870736, -4.297972);14;Point(112, -20)
move;{"min":0,"sec":3,"mili":157};null;null;LatLng(55.882773, -4.319258);LatLng(55.870736, -4.2978);14;Point(110, -20)
move;{"min":0,"sec":3,"mili":157};null;null;LatLng(55.882773, -4.319172);LatLng(55.870736, -4.297714);14;Point(109, -20)
move;{"min":0,"sec":3,"mili":267};null;null;LatLng(55.882773, -4.319);LatLng(55.870736, -4.297543);14;Point(107, -20)
move;{"min":0,"sec":3,"mili":267};null;null;LatLng(55.882773, -4.319);LatLng(55.870736, -4.297543);14;Point(107, -20)
move;{"min":0,"sec":3,"mili":267};null;null;LatLng(55.882822, -4.318829);LatLng(55.870784, -4.297371);14;Point(105, -19)
move;{"min":0,"sec":3,"mili":267};null;null;LatLng(55.882822, -4.318571);LatLng(55.870784, -4.297113);14;Point(102, -19)
move;{"min":0,"sec":3,"mili":267};null;null;LatLng(55.88287, -4.318399);LatLng(55.870833, -4.296942);14;Point(100, -18)
move;{"min":0,"sec":3,"mili":267};null;null;LatLng(55.88287, -4.318228);LatLng(55.870833, -4.29677);14;Point(98, -18)
move;{"min":0,"sec":3,"mili":267};null;null;LatLng(55.882918, -4.318056);LatLng(55.870881, -4.296598);14;Point(96, -17)
move;{"min":0,"sec":3,"mili":267};null;null;LatLng(55.882918, -4.317799);LatLng(55.870881, -4.296341);14;Point(93, -17)
move;{"min":0,"sec":3,"mili":267};null;null;LatLng(55.882918, -4.317541);LatLng(55.870881, -4.296083);14;Point(90, -17)
move;{"min":0,"sec":3,"mili":267};null;null;LatLng(55.882918, -4.317455);LatLng(55.870881, -4.295998);14;Point(89, -17)
move;{"min":0,"sec":3,"mili":378};null;null;LatLng(55.882918, -4.317284);LatLng(55.870881, -4.295826);14;Point(87, -17)
move;{"min":0,"sec":3,"mili":378};null;null;LatLng(55.882966, -4.317026);LatLng(55.870929, -4.295568);14;Point(84, -16)
move;{"min":0,"sec":3,"mili":378};null;null;LatLng(55.883014, -4.316854);LatLng(55.870977, -4.295397);14;Point(82, -15)
move;{"min":0,"sec":3,"mili":378};null;null;LatLng(55.883014, -4.316683);LatLng(55.870977, -4.295225);14;Point(80, -15)
move;{"min":0,"sec":3,"mili":378};null;null;LatLng(55.883014, -4.316254);LatLng(55.870977, -4.294796);14;Point(75, -15)
move;{"min":0,"sec":3,"mili":378};null;null;LatLng(55.88311, -4.31591);LatLng(55.871073, -4.294453);14;Point(71, -13)
move;{"min":0,"sec":3,"mili":378};null;null;LatLng(55.88311, -4.315739);LatLng(55.871073, -4.294281);14;Point(69, -13)
move;{"min":0,"sec":3,"mili":378};null;null;LatLng(55.883159, -4.31531);LatLng(55.871122, -4.293852);14;Point(64, -12)
move;{"min":0,"sec":3,"mili":378};null;null;LatLng(55.883159, -4.315138);LatLng(55.871122, -4.29368);14;Point(62, -12)
move;{"min":0,"sec":3,"mili":378};null;null;LatLng(55.883207, -4.314795);LatLng(55.87117, -4.293337);14;Point(58, -11)
move;{"min":0,"sec":3,"mili":488};null;null;LatLng(55.883255, -4.314451);LatLng(55.871218, -4.292994);14;Point(54, -10)
move;{"min":0,"sec":3,"mili":488};null;null;LatLng(55.883255, -4.31428);LatLng(55.871218, -4.292822);14;Point(52, -10)
move;{"min":0,"sec":3,"mili":488};null;null;LatLng(55.883303, -4.313936);LatLng(55.871266, -4.292479);14;Point(48, -9)
move;{"min":0,"sec":3,"mili":488};null;null;LatLng(55.883303, -4.31385);LatLng(55.871266, -4.292393);14;Point(47, -9)
move;{"min":0,"sec":3,"mili":488};null;null;LatLng(55.883351, -4.313593);LatLng(55.871314, -4.292135);14;Point(44, -8)
move;{"min":0,"sec":3,"mili":488};null;null;LatLng(55.883399, -4.313507);LatLng(55.871362, -4.292049);14;Point(43, -7)
move;{"min":0,"sec":3,"mili":488};null;null;LatLng(55.883399, -4.313335);LatLng(55.871362, -4.291878);14;Point(41, -7)
move;{"min":0,"sec":3,"mili":488};null;null;LatLng(55.883399, -4.31325);LatLng(55.871362, -4.291792);14;Point(40, -7)
move;{"min":0,"sec":3,"mili":488};null;null;LatLng(55.883399, -4.313164);LatLng(55.871362, -4.291706);14;Point(39, -7)
move;{"min":0,"sec":3,"mili":488};null;null;LatLng(55.883399, -4.313078);LatLng(55.871362, -4.29162);14;Point(38, -7)
move;{"min":0,"sec":3,"mili":597};null;null;LatLng(55.883399, -4.313078);LatLng(55.871362, -4.29162);14;Point(38, -7)
move;{"min":0,"sec":3,"mili":597};null;null;LatLng(55.883447, -4.312992);LatLng(55.87141, -4.291534);14;Point(37, -6)
move;{"min":0,"sec":3,"mili":597};null;null;LatLng(55.883447, -4.312906);LatLng(55.87141, -4.291449);14;Point(36, -6)
move;{"min":0,"sec":3,"mili":597};null;null;LatLng(55.883447, -4.31282);LatLng(55.87141, -4.291363);14;Point(35, -6)
move;{"min":0,"sec":3,"mili":597};null;null;LatLng(55.883496, -4.312735);LatLng(55.871459, -4.291277);14;Point(34, -5)
move;{"min":0,"sec":3,"mili":597};null;null;LatLng(55.883496, -4.312735);LatLng(55.871459, -4.291277);14;Point(34, -5)
move;{"min":0,"sec":3,"mili":597};null;null;LatLng(55.883496, -4.312649);LatLng(55.871459, -4.291191);14;Point(33, -5)
move;{"min":0,"sec":3,"mili":597};null;null;LatLng(55.883544, -4.312563);LatLng(55.871507, -4.291105);14;Point(32, -4)
move;{"min":0,"sec":3,"mili":597};null;null;LatLng(55.883544, -4.312391);LatLng(55.871507, -4.290934);14;Point(30, -4)
move;{"min":0,"sec":3,"mili":708};null;null;LatLng(55.883544, -4.312391);LatLng(55.871507, -4.290934);14;Point(30, -4)
move;{"min":0,"sec":3,"mili":708};null;null;LatLng(55.883544, -4.312305);LatLng(55.871507, -4.290848);14;Point(29, -4)
move;{"min":0,"sec":3,"mili":708};null;null;LatLng(55.883544, -4.312305);LatLng(55.871507, -4.290848);14;Point(29, -4)
move;{"min":0,"sec":3,"mili":708};null;null;LatLng(55.883544, -4.31222);LatLng(55.871507, -4.290762);14;Point(28, -4)
move;{"min":0,"sec":3,"mili":817};null;null;LatLng(55.883592, -4.31222);LatLng(55.871555, -4.290762);14;Point(28, -3)
move;{"min":0,"sec":3,"mili":817};null;null;LatLng(55.883592, -4.31222);LatLng(55.871555, -4.290762);14;Point(28, -3)
move;{"min":0,"sec":3,"mili":817};null;null;LatLng(55.883592, -4.312134);LatLng(55.871555, -4.290676);14;Point(27, -3)
dragend;{"min":0,"sec":3,"mili":927};null;null;LatLng(55.883592, -4.312134);LatLng(55.871555, -4.290676);14;Point(27, -3)
moveend;{"min":0,"sec":3,"mili":927};null;null;LatLng(55.883592, -4.312134);LatLng(55.871555, -4.290676);14;Point(27, -3)
movestart;{"min":0,"sec":4,"mili":689};null;null;LatLng(55.883592, -4.312134);LatLng(55.871555, -4.290676);14;Point(27, -3)
dragstart;{"min":0,"sec":4,"mili":689};null;null;LatLng(55.883592, -4.312134);LatLng(55.871555, -4.290676);14;Point(27, -3)
move;{"min":0,"sec":4,"mili":689};null;null;LatLng(55.883399, -4.312391);LatLng(55.871362, -4.290934);14;Point(30, -7)
move;{"min":0,"sec":4,"mili":689};null;null;LatLng(55.88311, -4.312649);LatLng(55.871073, -4.291191);14;Point(33, -13)
move;{"min":0,"sec":4,"mili":689};null;null;LatLng(55.882966, -4.31282);LatLng(55.870929, -4.291363);14;Point(35, -16)
move;{"min":0,"sec":4,"mili":689};null;null;LatLng(55.882629, -4.313164);LatLng(55.870592, -4.291706);14;Point(39, -23)
move;{"min":0,"sec":4,"mili":689};null;null;LatLng(55.882388, -4.313421);LatLng(55.870351, -4.291964);14;Point(42, -28)
move;{"min":0,"sec":4,"mili":689};null;null;LatLng(55.882099, -4.313765);LatLng(55.870062, -4.292307);14;Point(46, -34)
move;{"min":0,"sec":4,"mili":798};null;null;LatLng(55.88157, -4.314451);LatLng(55.869532, -4.292994);14;Point(54, -45)
move;{"min":0,"sec":4,"mili":798};null;null;LatLng(55.881329, -4.314709);LatLng(55.869292, -4.293251);14;Point(57, -50)
move;{"min":0,"sec":4,"mili":798};null;null;LatLng(55.880751, -4.315567);LatLng(55.868714, -4.294109);14;Point(67, -62)
move;{"min":0,"sec":4,"mili":798};null;null;LatLng(55.880463, -4.31591);LatLng(55.868425, -4.294453);14;Point(71, -68)
move;{"min":0,"sec":4,"mili":798};null;null;LatLng(55.880029, -4.316511);LatLng(55.867991, -4.295053);14;Point(78, -77)
move;{"min":0,"sec":4,"mili":798};null;null;LatLng(55.879885, -4.316683);LatLng(55.867847, -4.295225);14;Point(80, -80)
move;{"min":0,"sec":4,"mili":798};null;null;LatLng(55.879837, -4.316769);LatLng(55.867799, -4.295311);14;Point(81, -81)
move;{"min":0,"sec":4,"mili":798};null;null;LatLng(55.879789, -4.316769);LatLng(55.86775, -4.295311);14;Point(81, -82)
move;{"min":0,"sec":4,"mili":798};null;null;LatLng(55.87974, -4.316854);LatLng(55.867702, -4.295397);14;Point(82, -83)
move;{"min":0,"sec":4,"mili":908};null;null;LatLng(55.879692, -4.31694);LatLng(55.867654, -4.295483);14;Point(83, -84)
move;{"min":0,"sec":4,"mili":908};null;null;LatLng(55.879403, -4.317284);LatLng(55.867365, -4.295826);14;Point(87, -90)
move;{"min":0,"sec":4,"mili":908};null;null;LatLng(55.879259, -4.317455);LatLng(55.867221, -4.295998);14;Point(89, -93)
move;{"min":0,"sec":4,"mili":908};null;null;LatLng(55.878729, -4.318142);LatLng(55.866691, -4.296684);14;Point(97, -104)
move;{"min":0,"sec":4,"mili":908};null;null;LatLng(55.878441, -4.318485);LatLng(55.866402, -4.297028);14;Point(101, -110)
move;{"min":0,"sec":4,"mili":908};null;null;LatLng(55.877959, -4.319172);LatLng(55.86592, -4.297714);14;Point(109, -120)
move;{"min":0,"sec":4,"mili":908};null;null;LatLng(55.877815, -4.319429);LatLng(55.865776, -4.297972);14;Point(112, -123)
move;{"min":0,"sec":4,"mili":908};null;null;LatLng(55.877478, -4.319944);LatLng(55.865439, -4.298487);14;Point(118, -130)
move;{"min":0,"sec":4,"mili":908};null;null;LatLng(55.877189, -4.320288);LatLng(55.86515, -4.29883);14;Point(122, -136)
move;{"min":0,"sec":4,"mili":908};null;null;LatLng(55.877044, -4.320545);LatLng(55.865005, -4.299088);14;Point(125, -139)
move;{"min":0,"sec":5,"mili":16};null;null;LatLng(55.876755, -4.320974);LatLng(55.864716, -4.299517);14;Point(130, -145)
move;{"min":0,"sec":5,"mili":16};null;null;LatLng(55.876466, -4.321404);LatLng(55.864427, -4.299946);14;Point(135, -151)
move;{"min":0,"sec":5,"mili":16};null;null;LatLng(55.876322, -4.321661);LatLng(55.864283, -4.300203);14;Point(138, -154)
move;{"min":0,"sec":5,"mili":16};null;null;LatLng(55.876129, -4.322004);LatLng(55.86409, -4.300547);14;Point(142, -158)
move;{"min":0,"sec":5,"mili":16};null;null;LatLng(55.876033, -4.322176);LatLng(55.863994, -4.300718);14;Point(144, -160)
move;{"min":0,"sec":5,"mili":16};null;null;LatLng(55.87584, -4.322605);LatLng(55.863801, -4.301147);14;Point(149, -164)
move;{"min":0,"sec":5,"mili":16};null;null;LatLng(55.875744, -4.322691);LatLng(55.863705, -4.301233);14;Point(150, -166)
move;{"min":0,"sec":5,"mili":16};null;null;LatLng(55.875648, -4.322863);LatLng(55.863608, -4.301405);14;Point(152, -168)
move;{"min":0,"sec":5,"mili":16};null;null;LatLng(55.8756, -4.322948);LatLng(55.86356, -4.301491);14;Point(153, -169)
move;{"min":0,"sec":5,"mili":16};null;null;LatLng(55.8756, -4.323034);LatLng(55.86356, -4.301577);14;Point(154, -169)
move;{"min":0,"sec":5,"mili":125};null;null;LatLng(55.875552, -4.32312);LatLng(55.863512, -4.301662);14;Point(155, -170)
move;{"min":0,"sec":5,"mili":125};null;null;LatLng(55.875503, -4.32312);LatLng(55.863464, -4.301662);14;Point(155, -171)
move;{"min":0,"sec":5,"mili":125};null;null;LatLng(55.875455, -4.323292);LatLng(55.863416, -4.301834);14;Point(157, -172)
move;{"min":0,"sec":5,"mili":125};null;null;LatLng(55.875359, -4.323378);LatLng(55.863319, -4.30192);14;Point(158, -174)
move;{"min":0,"sec":5,"mili":125};null;null;LatLng(55.875263, -4.323549);LatLng(55.863223, -4.302092);14;Point(160, -176)
move;{"min":0,"sec":5,"mili":125};null;null;LatLng(55.875263, -4.323635);LatLng(55.863223, -4.302177);14;Point(161, -176)
move;{"min":0,"sec":5,"mili":125};null;null;LatLng(55.875166, -4.323721);LatLng(55.863127, -4.302263);14;Point(162, -178)
move;{"min":0,"sec":5,"mili":125};null;null;LatLng(55.87507, -4.323893);LatLng(55.86303, -4.302435);14;Point(164, -180)
move;{"min":0,"sec":5,"mili":125};null;null;LatLng(55.875022, -4.323978);LatLng(55.862982, -4.302521);14;Point(165, -181)
move;{"min":0,"sec":5,"mili":245};null;null;LatLng(55.874974, -4.324064);LatLng(55.862934, -4.302607);14;Point(166, -182)
move;{"min":0,"sec":5,"mili":245};null;null;LatLng(55.874926, -4.32415);LatLng(55.862886, -4.302692);14;Point(167, -183)
move;{"min":0,"sec":5,"mili":245};null;null;LatLng(55.874877, -4.324236);LatLng(55.862838, -4.302778);14;Point(168, -184)
move;{"min":0,"sec":5,"mili":245};null;null;LatLng(55.874781, -4.324322);LatLng(55.862741, -4.302864);14;Point(169, -186)
move;{"min":0,"sec":5,"mili":245};null;null;LatLng(55.874733, -4.324408);LatLng(55.862693, -4.30295);14;Point(170, -187)
move;{"min":0,"sec":5,"mili":245};null;null;LatLng(55.874733, -4.324408);LatLng(55.862693, -4.30295);14;Point(170, -187)
move;{"min":0,"sec":5,"mili":245};null;null;LatLng(55.874685, -4.324493);LatLng(55.862645, -4.303036);14;Point(171, -188)
move;{"min":0,"sec":5,"mili":359};null;null;LatLng(55.874637, -4.324579);LatLng(55.862597, -4.303122);14;Point(172, -189)
move;{"min":0,"sec":5,"mili":359};null;null;LatLng(55.874589, -4.324665);LatLng(55.862549, -4.303207);14;Point(173, -190)
move;{"min":0,"sec":5,"mili":359};null;null;LatLng(55.87454, -4.324751);LatLng(55.862501, -4.303293);14;Point(174, -191)
move;{"min":0,"sec":5,"mili":359};null;null;LatLng(55.874492, -4.324837);LatLng(55.862452, -4.303379);14;Point(175, -192)
move;{"min":0,"sec":5,"mili":359};null;null;LatLng(55.874348, -4.32518);LatLng(55.862308, -4.303722);14;Point(179, -195)
move;{"min":0,"sec":5,"mili":359};null;null;LatLng(55.8743, -4.325266);LatLng(55.86226, -4.303808);14;Point(180, -196)
move;{"min":0,"sec":5,"mili":359};null;null;LatLng(55.874252, -4.325352);LatLng(55.862212, -4.303894);14;Point(181, -197)
move;{"min":0,"sec":5,"mili":359};null;null;LatLng(55.874252, -4.325438);LatLng(55.862212, -4.30398);14;Point(182, -197)
move;{"min":0,"sec":5,"mili":359};null;null;LatLng(55.874203, -4.325438);LatLng(55.862163, -4.30398);14;Point(182, -198)
move;{"min":0,"sec":5,"mili":468};null;null;LatLng(55.874203, -4.325523);LatLng(55.862163, -4.304066);14;Point(183, -198)
move;{"min":0,"sec":5,"mili":468};null;null;LatLng(55.874155, -4.325609);LatLng(55.862115, -4.304152);14;Point(184, -199)
move;{"min":0,"sec":5,"mili":468};null;null;LatLng(55.874155, -4.325609);LatLng(55.862115, -4.304152);14;Point(184, -199)
move;{"min":0,"sec":5,"mili":468};null;null;LatLng(55.874107, -4.325609);LatLng(55.862067, -4.304152);14;Point(184, -200)
move;{"min":0,"sec":5,"mili":468};null;null;LatLng(55.874107, -4.325609);LatLng(55.862067, -4.304152);14;Point(184, -200)
move;{"min":0,"sec":5,"mili":799};null;null;LatLng(55.874107, -4.325695);LatLng(55.862067, -4.304237);14;Point(185, -200)
move;{"min":0,"sec":5,"mili":799};null;null;LatLng(55.874107, -4.325867);LatLng(55.862067, -4.304409);14;Point(187, -200)
move;{"min":0,"sec":5,"mili":799};null;null;LatLng(55.874107, -4.325867);LatLng(55.862067, -4.304409);14;Point(187, -200)
move;{"min":0,"sec":5,"mili":799};null;null;LatLng(55.874155, -4.326038);LatLng(55.862115, -4.304581);14;Point(189, -199)
move;{"min":0,"sec":5,"mili":905};null;null;LatLng(55.874155, -4.326124);LatLng(55.862115, -4.304667);14;Point(190, -199)
move;{"min":0,"sec":5,"mili":905};null;null;LatLng(55.874203, -4.326296);LatLng(55.862163, -4.304838);14;Point(192, -198)
move;{"min":0,"sec":5,"mili":905};null;null;LatLng(55.8743, -4.326553);LatLng(55.86226, -4.305096);14;Point(195, -196)
move;{"min":0,"sec":5,"mili":905};null;null;LatLng(55.8743, -4.326639);LatLng(55.86226, -4.305182);14;Point(196, -196)
move;{"min":0,"sec":5,"mili":905};null;null;LatLng(55.874348, -4.326725);LatLng(55.862308, -4.305267);14;Point(197, -195)
move;{"min":0,"sec":5,"mili":905};null;null;LatLng(55.874348, -4.326982);LatLng(55.862308, -4.305525);14;Point(200, -195)
move;{"min":0,"sec":5,"mili":905};null;null;LatLng(55.874444, -4.327068);LatLng(55.862404, -4.305611);14;Point(201, -193)
move;{"min":0,"sec":5,"mili":905};null;null;LatLng(55.874492, -4.327326);LatLng(55.862452, -4.305868);14;Point(204, -192)
move;{"min":0,"sec":5,"mili":905};null;null;LatLng(55.874589, -4.327583);LatLng(55.862549, -4.306126);14;Point(207, -190)
move;{"min":0,"sec":5,"mili":905};null;null;LatLng(55.874685, -4.327841);LatLng(55.862645, -4.306383);14;Point(210, -188)
move;{"min":0,"sec":6,"mili":16};null;null;LatLng(55.874733, -4.328012);LatLng(55.862693, -4.306555);14;Point(212, -187)
move;{"min":0,"sec":6,"mili":16};null;null;LatLng(55.874781, -4.328098);LatLng(55.862741, -4.306641);14;Point(213, -186)
move;{"min":0,"sec":6,"mili":16};null;null;LatLng(55.874926, -4.328356);LatLng(55.862886, -4.306898);14;Point(216, -183)
move;{"min":0,"sec":6,"mili":16};null;null;LatLng(55.875022, -4.328527);LatLng(55.862982, -4.30707);14;Point(218, -181)
move;{"min":0,"sec":6,"mili":16};null;null;LatLng(55.87507, -4.328613);LatLng(55.86303, -4.307156);14;Point(219, -180)
move;{"min":0,"sec":6,"mili":16};null;null;LatLng(55.875215, -4.328785);LatLng(55.863175, -4.307327);14;Point(221, -177)
move;{"min":0,"sec":6,"mili":16};null;null;LatLng(55.875263, -4.328957);LatLng(55.863223, -4.307499);14;Point(223, -176)
move;{"min":0,"sec":6,"mili":16};null;null;LatLng(55.875503, -4.329214);LatLng(55.863464, -4.307756);14;Point(226, -171)
move;{"min":0,"sec":6,"mili":16};null;null;LatLng(55.8756, -4.3293);LatLng(55.86356, -4.307842);14;Point(227, -169)
move;{"min":0,"sec":6,"mili":16};null;null;LatLng(55.875744, -4.329472);LatLng(55.863705, -4.308014);14;Point(229, -166)
move;{"min":0,"sec":6,"mili":127};null;null;LatLng(55.876033, -4.329643);LatLng(55.863994, -4.308186);14;Point(231, -160)
move;{"min":0,"sec":6,"mili":127};null;null;LatLng(55.87637, -4.329987);LatLng(55.864331, -4.308529);14;Point(235, -153)
move;{"min":0,"sec":6,"mili":127};null;null;LatLng(55.876515, -4.330158);LatLng(55.864475, -4.308701);14;Point(237, -150)
move;{"min":0,"sec":6,"mili":127};null;null;LatLng(55.876659, -4.330158);LatLng(55.86462, -4.308701);14;Point(237, -147)
move;{"min":0,"sec":6,"mili":127};null;null;LatLng(55.8769, -4.33033);LatLng(55.864861, -4.308872);14;Point(239, -142)
move;{"min":0,"sec":6,"mili":127};null;null;LatLng(55.877141, -4.330502);LatLng(55.865102, -4.309044);14;Point(241, -137)
move;{"min":0,"sec":6,"mili":127};null;null;LatLng(55.877285, -4.330587);LatLng(55.865246, -4.30913);14;Point(242, -134)
move;{"min":0,"sec":6,"mili":127};null;null;LatLng(55.877574, -4.330759);LatLng(55.865535, -4.309301);14;Point(244, -128)
move;{"min":0,"sec":6,"mili":127};null;null;LatLng(55.877959, -4.331017);LatLng(55.86592, -4.309559);14;Point(247, -120)
move;{"min":0,"sec":6,"mili":234};null;null;LatLng(55.878103, -4.331102);LatLng(55.866065, -4.309645);14;Point(248, -117)
move;{"min":0,"sec":6,"mili":234};null;null;LatLng(55.878489, -4.331274);LatLng(55.86645, -4.309816);14;Point(250, -109)
move;{"min":0,"sec":6,"mili":234};null;null;LatLng(55.878826, -4.33136);LatLng(55.866787, -4.309902);14;Point(251, -102)
move;{"min":0,"sec":6,"mili":234};null;null;LatLng(55.879211, -4.331532);LatLng(55.867173, -4.310074);14;Point(253, -94)
move;{"min":0,"sec":6,"mili":234};null;null;LatLng(55.879355, -4.331617);LatLng(55.867317, -4.31016);14;Point(254, -91)
move;{"min":0,"sec":6,"mili":234};null;null;LatLng(55.879837, -4.331703);LatLng(55.867799, -4.310246);14;Point(255, -81)
move;{"min":0,"sec":6,"mili":234};null;null;LatLng(55.880511, -4.331789);LatLng(55.868473, -4.310331);14;Point(256, -67)
move;{"min":0,"sec":6,"mili":349};null;null;LatLng(55.881185, -4.331875);LatLng(55.869147, -4.310417);14;Point(257, -53)
move;{"min":0,"sec":6,"mili":349};null;null;LatLng(55.881377, -4.331961);LatLng(55.86934, -4.310503);14;Point(258, -49)
