type;temps;posLatLon;posPix;NOcorner;center;nivZoom
dragstart;{"min":1,"sec":31,"mili":104};null;null;LatLng(55.880655, -4.30398);LatLng(55.868617, -4.282522);null
dragend;{"min":1,"sec":31,"mili":543};null;null;LatLng(55.88287, -4.312992);LatLng(55.870833, -4.291534);null
moveend;{"min":1,"sec":31,"mili":543};null;null;LatLng(55.88287, -4.312992);LatLng(55.870833, -4.291534);null
zoomstart;{"min":1,"sec":31,"mili":979};null;null;LatLng(55.88287, -4.312992);LatLng(55.870833, -4.291534);14
movestart;{"min":1,"sec":31,"mili":979};null;null;LatLng(55.88287, -4.312992);LatLng(55.870833, -4.291534);null
zoom;{"min":1,"sec":32,"mili":319};null;null;LatLng(55.875094, -4.299045);LatLng(55.869075, -4.288316);15
zoomend;{"min":1,"sec":32,"mili":319};null;null;LatLng(55.875094, -4.299045);LatLng(55.869075, -4.288316);15
moveend;{"min":1,"sec":32,"mili":319};null;null;LatLng(55.875094, -4.299045);LatLng(55.869075, -4.288316);null
zoomstart;{"min":1,"sec":32,"mili":545};null;null;LatLng(55.875094, -4.299045);LatLng(55.869075, -4.288316);15
movestart;{"min":1,"sec":32,"mili":545};null;null;LatLng(55.875094, -4.299045);LatLng(55.869075, -4.288316);null
zoom;{"min":1,"sec":32,"mili":858};null;null;LatLng(55.870881, -4.291041);LatLng(55.867871, -4.285676);16
zoomend;{"min":1,"sec":32,"mili":858};null;null;LatLng(55.870881, -4.291041);LatLng(55.867871, -4.285676);16
moveend;{"min":1,"sec":32,"mili":858};null;null;LatLng(55.870881, -4.291041);LatLng(55.867871, -4.285676);null
zoomstart;{"min":1,"sec":33,"mili":79};null;null;LatLng(55.870881, -4.291041);LatLng(55.867871, -4.285676);16
movestart;{"min":1,"sec":33,"mili":79};null;null;LatLng(55.870881, -4.291041);LatLng(55.867871, -4.285676);null
zoom;{"min":1,"sec":33,"mili":300};null;null;LatLng(55.86872, -4.287908);LatLng(55.867215, -4.285226);17
zoomend;{"min":1,"sec":33,"mili":300};null;null;LatLng(55.86872, -4.287908);LatLng(55.867215, -4.285226);17
moveend;{"min":1,"sec":33,"mili":300};null;null;LatLng(55.86872, -4.287908);LatLng(55.867215, -4.285226);null
movestart;{"min":1,"sec":33,"mili":627};null;null;LatLng(55.86872, -4.287908);LatLng(55.867215, -4.285226);null
dragstart;{"min":1,"sec":33,"mili":627};null;null;LatLng(55.86872, -4.287908);LatLng(55.867215, -4.285226);null
dragend;{"min":1,"sec":35,"mili":172};null;null;LatLng(55.867612, -4.288713);LatLng(55.866107, -4.286031);null
moveend;{"min":1,"sec":35,"mili":172};null;null;LatLng(55.867612, -4.288713);LatLng(55.866107, -4.286031);null
zoomstart;{"min":1,"sec":35,"mili":501};null;null;LatLng(55.867612, -4.288713);LatLng(55.866107, -4.286031);17
movestart;{"min":1,"sec":35,"mili":501};null;null;LatLng(55.867612, -4.288713);LatLng(55.866107, -4.286031);null
zoom;{"min":1,"sec":35,"mili":720};null;null;LatLng(55.866844, -4.286765);LatLng(55.866092, -4.285424);18
zoomend;{"min":1,"sec":35,"mili":720};null;null;LatLng(55.866844, -4.286765);LatLng(55.866092, -4.285424);18
moveend;{"min":1,"sec":35,"mili":720};null;null;LatLng(55.866844, -4.286765);LatLng(55.866092, -4.285424);null
movestart;{"min":1,"sec":36,"mili":590};null;null;LatLng(55.866844, -4.286765);LatLng(55.866092, -4.285424);null
dragstart;{"min":1,"sec":36,"mili":590};null;null;LatLng(55.866844, -4.286765);LatLng(55.866092, -4.285424);null
dragend;{"min":1,"sec":37,"mili":242};null;null;LatLng(55.866345, -4.287221);LatLng(55.865592, -4.28588);null
moveend;{"min":1,"sec":37,"mili":242};null;null;LatLng(55.866345, -4.287221);LatLng(55.865592, -4.28588);null
movestart;{"min":1,"sec":39,"mili":645};null;null;LatLng(55.866345, -4.287221);LatLng(55.865592, -4.28588);null
dragstart;{"min":1,"sec":39,"mili":645};null;null;LatLng(55.866345, -4.287221);LatLng(55.865592, -4.28588);null
dragend;{"min":1,"sec":39,"mili":645};null;null;LatLng(55.866333, -4.287227);LatLng(55.86558, -4.285886);null
moveend;{"min":1,"sec":39,"mili":645};null;null;LatLng(55.866333, -4.287227);LatLng(55.86558, -4.285886);null
movestart;{"min":1,"sec":40,"mili":634};null;null;LatLng(55.866333, -4.287227);LatLng(55.86558, -4.285886);null
moveend;{"min":1,"sec":40,"mili":852};null;null;LatLng(55.866408, -4.287227);LatLng(55.865655, -4.285886);null
