type;temps;posLatLon;posPix;NOcorner;center;nivZoom
zoomstart;"{""min"":1,""sec"":27,""mili"":348}";null;null;LatLng(55.89755, -4.332218);LatLng(55.873481, -4.289303);13
movestart;"{""min"":1,""sec"":27,""mili"":348}";null;null;LatLng(55.89755, -4.332218);LatLng(55.873481, -4.289303);null
zoom;"{""min"":1,""sec"":27,""mili"":567}";null;null;LatLng(55.883784, -4.310932);LatLng(55.871748, -4.289474);14
zoomend;"{""min"":1,""sec"":27,""mili"":567}";null;null;LatLng(55.883784, -4.310932);LatLng(55.871748, -4.289474);14
moveend;"{""min"":1,""sec"":27,""mili"":567}";null;null;LatLng(55.883784, -4.310932);LatLng(55.871748, -4.289474);null
zoomstart;"{""min"":1,""sec"":27,""mili"":567}";null;null;LatLng(55.883784, -4.310932);LatLng(55.871748, -4.289474);14
movestart;"{""min"":1,""sec"":27,""mili"":567}";null;null;LatLng(55.883784, -4.310932);LatLng(55.871748, -4.289474);null
zoom;"{""min"":1,""sec"":27,""mili"":796}";null;null;LatLng(55.8769, -4.300332);LatLng(55.870881, -4.289603);15
zoomend;"{""min"":1,""sec"":27,""mili"":796}";null;null;LatLng(55.8769, -4.300332);LatLng(55.870881, -4.289603);15
moveend;"{""min"":1,""sec"":27,""mili"":796}";null;null;LatLng(55.8769, -4.300332);LatLng(55.870881, -4.289603);null
movestart;"{""min"":1,""sec"":28,""mili"":550}";null;null;LatLng(55.8769, -4.300332);LatLng(55.870881, -4.289603);null
dragstart;"{""min"":1,""sec"":28,""mili"":550}";null;null;LatLng(55.8769, -4.300332);LatLng(55.870881, -4.289603);null
dragend;"{""min"":1,""sec"":29,""mili"":97}";null;null;LatLng(55.876394, -4.29956);LatLng(55.870375, -4.288831);null
moveend;"{""min"":1,""sec"":29,""mili"":97}";null;null;LatLng(55.876394, -4.29956);LatLng(55.870375, -4.288831);null
click;"{""min"":1,""sec"":33,""mili"":991}";LatLng(55.867558, -4.282608);Point(395, 367);null;null;null
